guard_suicide,guard_accidents,guard_selfHarm,guard_depression,guard_racism,guard_eatingDisorders
0.76801264,0.72110313,0.82721615,0.7376664,0.6152546,0.84033424
0.6835125,0.7699978,0.80501866,0.6421984,0.6141567,0.82608664
0.6356779,0.63656706,0.7560844,0.6058834,0.5627886,0.770627
0.7868898,0.85763866,0.8461836,0.7322629,0.5668606,0.83592105
0.77790266,0.7417509,0.83513147,0.6827553,0.62259406,0.84577966
0.7437525,0.7543464,0.83723354,0.70576644,0.6683905,0.84531206
0.6391009,0.67073226,0.803232,0.63237166,0.62057596,0.8224141
0.6062472,0.87805635,0.7665602,0.63007486,0.48236826,0.7726516
0.7892039,0.7621424,0.7962442,0.6470007,0.5866784,0.7912953
0.65238875,0.79518443,0.7273773,0.591967,0.5023708,0.7382378
0.7438955,0.6655417,0.8385057,0.6959615,0.65983254,0.8606633
0.738714,0.68373644,0.8515867,0.67051417,0.625534,0.85870767
0.8749045,0.7361738,0.88695973,0.810528,0.67706156,0.8763052
0.6202781,0.61469555,0.74304634,0.5809395,0.5538358,0.7807354
0.71140885,0.664913,0.81991476,0.6693689,0.6315363,0.83949256
0.75011814,0.70909566,0.8144495,0.7310399,0.57677156,0.82805085
0.7980067,0.7975423,0.858303,0.7782398,0.61261255,0.84947926
0.78263617,0.8515343,0.8233405,0.7710271,0.5886692,0.8113549
0.5743087,0.6908462,0.76130414,0.57026845,0.51632714,0.7833625
0.80175596,0.7129378,0.85059685,0.747448,0.5554674,0.84434956
0.784262,0.81377673,0.81926394,0.7363487,0.5947464,0.81473196
0.77237827,0.75617087,0.83260953,0.6572965,0.60558134,0.8400435
0.68808293,0.7296636,0.817687,0.6595793,0.7000986,0.83885694
0.6982832,0.71673346,0.8158853,0.6461805,0.68200576,0.83033305
0.7015112,0.7111078,0.80719036,0.7088692,0.53276724,0.8214834
0.71993434,0.65114725,0.80787295,0.6630899,0.6195678,0.82580245
0.5962654,0.60758173,0.7425065,0.6054489,0.51364684,0.76748234
0.65300244,0.609734,0.7619686,0.614706,0.6033667,0.7840957
0.771533,0.7747287,0.8974423,0.7726723,0.61652404,0.89862394
0.7799948,0.70581526,0.82204354,0.70959747,0.6154634,0.8273053
0.6950666,0.79767853,0.81659085,0.75509566,0.5367249,0.82632935
0.63503075,0.7209956,0.8004164,0.68516976,0.5142134,0.8194766
0.7140086,0.6793455,0.80324256,0.65341,0.6187273,0.81642187
0.6417424,0.69337374,0.7819239,0.6335297,0.6301853,0.8059566
0.5883985,0.8767225,0.7531538,0.6435135,0.45090652,0.7598248
0.83867204,0.76380783,0.9178196,0.80901355,0.6837027,0.9168804
0.61777824,0.5764014,0.7562757,0.6026659,0.5799237,0.76916635
0.69219416,0.65574574,0.83158404,0.6751134,0.69066185,0.8564905
0.83166564,0.74702984,0.85195726,0.72000724,0.59071165,0.84903157
0.79357696,0.73258346,0.79757965,0.6670583,0.62386465,0.7963507
0.6083407,0.7549041,0.7175013,0.5640644,0.4802685,0.72686106
0.6209437,0.75444955,0.7770913,0.63903946,0.5138004,0.7951131
0.730211,0.69181424,0.84108186,0.71040016,0.6327311,0.8600951
0.8280021,0.728334,0.8188734,0.68964803,0.5784377,0.80463856
0.6826072,0.69609296,0.7765858,0.602553,0.61352944,0.7937522
0.7614659,0.70241255,0.82792026,0.6678619,0.5666503,0.83331484
0.73356396,0.84743077,0.8595515,0.7558674,0.6558286,0.8667904
0.60532707,0.65230703,0.73651737,0.5870668,0.48751706,0.76037854
0.7562522,0.7230034,0.80750996,0.7136939,0.56470245,0.8190904
0.7308122,0.8283648,0.7973444,0.65744805,0.5520972,0.7984814
0.72055197,0.6694084,0.8188798,0.6709407,0.6327855,0.83787525
0.6385705,0.7808629,0.7600239,0.5699949,0.4724074,0.7667441
0.76683,0.73561704,0.8491749,0.7230883,0.63311744,0.852276
0.6926215,0.81390554,0.8075363,0.62939703,0.53123856,0.8210768
0.89120984,0.6615413,0.88288146,0.768162,0.66745216,0.87187356
0.67525303,0.6298182,0.77862364,0.62986827,0.6106864,0.7971593
0.68099624,0.757448,0.82464826,0.6983194,0.5734537,0.84053266
0.67317915,0.8437796,0.8282188,0.747117,0.49085027,0.83632934
0.6543024,0.92073727,0.782234,0.6831196,0.4793586,0.784072
0.6780102,0.74772644,0.8177446,0.6875756,0.63398814,0.8311237
0.82382154,0.7911357,0.8665937,0.7802995,0.62992847,0.854776
0.73136336,0.8015784,0.859133,0.74203485,0.5890293,0.86455864
0.80484235,0.75220144,0.8647216,0.6970434,0.65547776,0.8592723
0.65663266,0.63069767,0.8024274,0.6191171,0.5539447,0.81953174
0.79274863,0.84084344,0.85896635,0.81681985,0.60047233,0.85247177
0.7395929,0.69177383,0.8576217,0.7480142,0.6613024,0.8756979
0.62591517,0.78089666,0.76979685,0.60096043,0.5616043,0.80200005
0.6007128,0.6595919,0.76641417,0.61642474,0.58075607,0.7952713
0.80202717,0.78717697,0.86226296,0.73579663,0.6502138,0.86173683
0.7885636,0.79401976,0.8323595,0.6865252,0.58415186,0.8305797
0.6333603,0.6902285,0.7953078,0.62657017,0.5540879,0.81141895
0.5662153,0.57978344,0.7113149,0.56083024,0.5037156,0.7426206
0.62893015,0.6253865,0.7729849,0.62084526,0.59387976,0.7878319
0.73213935,0.6771335,0.8074109,0.642518,0.5530074,0.7991608
0.56878006,0.62822694,0.7484459,0.5550725,0.5620181,0.7678037
0.65534204,0.83947283,0.7610454,0.59917116,0.6219221,0.76512223
0.7393583,0.71381724,0.8495933,0.7277668,0.6559627,0.86355084
0.8400807,0.78477263,0.84064144,0.78092587,0.6090215,0.8286794
0.66260296,0.8336503,0.81656826,0.70566344,0.52147686,0.82464945
0.6512147,0.84166855,0.8306878,0.68624437,0.5285475,0.8436829
0.7307285,0.6884346,0.79696923,0.68795174,0.60902053,0.8128297
0.7937697,0.73687124,0.86954325,0.7690668,0.67779195,0.8765905
0.6062429,0.7512964,0.79961914,0.6797131,0.5310912,0.8227282
0.541014,0.55070937,0.7278312,0.5485824,0.55182093,0.748372
0.7183315,0.86230946,0.79871714,0.6879209,0.54113656,0.8064412
0.6808958,0.7499813,0.8360086,0.7038056,0.575559,0.8518145
0.7644953,0.76871806,0.83360386,0.68880713,0.6741317,0.8334308
0.7557877,0.66113555,0.82459617,0.67564553,0.60332155,0.83010215
0.61864364,0.8711394,0.7719912,0.6888375,0.4978497,0.7880203
0.7191817,0.8057555,0.78660107,0.6151511,0.5166702,0.7764202
0.59963816,0.90442973,0.7448907,0.6402264,0.4518906,0.7488411
0.6544115,0.6677039,0.7744088,0.6111607,0.58286244,0.80800104
0.66845167,0.69226944,0.79385394,0.66796845,0.60455567,0.8137452
0.75875264,0.71879375,0.8270832,0.71757114,0.6197679,0.8442684
0.64998883,0.83534384,0.79683197,0.64417714,0.55757,0.814727
0.7609387,0.657474,0.8323706,0.6832769,0.65352774,0.8460805
0.6805618,0.6478654,0.80967104,0.6486728,0.6166279,0.8259472
0.8277581,0.79948056,0.8151258,0.74214965,0.5666538,0.79712784
0.6201549,0.7163791,0.76759976,0.6193408,0.57695985,0.7897715
0.67883855,0.8442075,0.7708233,0.61590815,0.46209744,0.77904123
0.7889514,0.5291845,0.80531657,0.6684156,0.6090726,0.8068186
0.7943588,0.58917046,0.823261,0.6795411,0.64246255,0.83563554
0.61178654,0.5960905,0.74548,0.6074934,0.5889648,0.75078547
0.72856367,0.6983091,0.8177522,0.6463427,0.5740653,0.83365506
0.7644742,0.76308775,0.82887787,0.68410337,0.5909097,0.8343172
0.60366714,0.66315407,0.77942604,0.5964572,0.54060787,0.8026656
0.62456805,0.7363303,0.7602816,0.5890502,0.6702266,0.78314394
0.81343096,0.7105791,0.8180677,0.7557687,0.6177809,0.80026877
0.6797225,0.69527847,0.82854,0.70191336,0.59751695,0.83683634
0.740806,0.7088621,0.8016015,0.69652617,0.57933706,0.81301296
0.6695402,0.8919655,0.74793184,0.6167038,0.47072667,0.74551123
0.62080145,0.78697425,0.8023386,0.6685836,0.54642785,0.8147802
0.7008455,0.6994317,0.8111795,0.683747,0.5987497,0.82745355
0.8507256,0.7621648,0.85729325,0.79093534,0.6259296,0.84521884
0.8086777,0.80052245,0.8892393,0.7980997,0.6911414,0.890627
0.61671543,0.6583906,0.78021616,0.6264466,0.6777676,0.8099827
0.6623929,0.883286,0.77169335,0.63223296,0.5185398,0.77870107
0.6164337,0.66245174,0.7563502,0.5832292,0.4698492,0.770498
0.7374604,0.80271983,0.8582083,0.71469367,0.60436887,0.8518662
0.7564149,0.77289295,0.845861,0.6926885,0.60744166,0.85619766
0.7778917,0.7357469,0.8280946,0.7270994,0.6743517,0.8397188
0.67823786,0.89824903,0.7723614,0.6858968,0.5248968,0.7733146
0.6998089,0.86372656,0.7876865,0.6358243,0.59791946,0.80129766
0.8516934,0.72906035,0.86719453,0.7916659,0.7030542,0.8523737
0.72055495,0.74051464,0.8274236,0.7132599,0.66150725,0.84310883
0.68151724,0.8155669,0.83372575,0.65697664,0.51303977,0.8437515
0.577405,0.87925214,0.76466876,0.6634731,0.5131475,0.78272885
0.6110531,0.75856256,0.7202371,0.5785306,0.48990297,0.72840494
0.7350392,0.82869786,0.8098867,0.65198463,0.5698971,0.81056404
0.57172674,0.63049287,0.74287933,0.5569296,0.5256579,0.7593606
0.6725012,0.7963531,0.8168675,0.65239495,0.49791366,0.8268931
0.72676694,0.8181031,0.7865398,0.6366507,0.5972839,0.7816388
0.78802854,0.71381557,0.8272013,0.6825155,0.62494826,0.8277989
0.6661653,0.89397556,0.75014776,0.6489594,0.47907588,0.74923426
0.5978726,0.5987645,0.7539576,0.5958086,0.54618835,0.7638749
0.63356966,0.9274141,0.7689865,0.6727421,0.47233334,0.77216554
0.74549156,0.86349434,0.8009425,0.6985414,0.5622174,0.79263103
0.6492303,0.8579267,0.766137,0.66214615,0.56516004,0.76916665
0.6188123,0.6744704,0.7806475,0.60685045,0.5449842,0.80596673
0.80373776,0.78854024,0.8083328,0.74665594,0.5943928,0.79110074
0.6951852,0.6601146,0.7955817,0.6110348,0.6138414,0.8172648
0.71994793,0.6651477,0.81944525,0.67238396,0.69286543,0.842865
0.6630947,0.8640592,0.7817663,0.6594999,0.5023652,0.80001384
0.7633967,0.7780856,0.81098145,0.6545066,0.6023443,0.813553
0.703511,0.6898216,0.8467015,0.715023,0.6644221,0.85879654
0.70967156,0.8584944,0.7902079,0.71529603,0.4857822,0.78251994
0.67682457,0.88610196,0.76126057,0.67570364,0.45669925,0.7567984
0.76758397,0.758864,0.8653494,0.6924924,0.6308773,0.87762946
0.7138157,0.72538203,0.832838,0.7143229,0.6930015,0.84553754
0.7510244,0.60582775,0.828653,0.6853137,0.65262926,0.8482141
0.6382954,0.82228607,0.77154636,0.69564426,0.4856136,0.77647203
0.77264255,0.8110936,0.83663565,0.6790525,0.6266463,0.8349113
0.7690997,0.6466602,0.80241764,0.67291355,0.6117236,0.8021217
0.7077221,0.7535649,0.82751644,0.7209513,0.6534507,0.8401188
0.59974563,0.9005942,0.7594713,0.64686203,0.4548289,0.7612211
0.64965665,0.6789072,0.76957476,0.6123675,0.5677781,0.79584575
0.68856514,0.77162147,0.8138029,0.6764149,0.60287887,0.82948077
0.67191434,0.8443543,0.7798326,0.69042194,0.47350726,0.77029914
0.6045628,0.59617454,0.75727236,0.60086775,0.5547342,0.77101547
0.6481204,0.71137226,0.8025161,0.6601811,0.5975011,0.82540476
0.7293762,0.74577975,0.8291429,0.73600644,0.65698975,0.8387943
0.61017543,0.8355226,0.7184696,0.5682167,0.4295304,0.72637427
0.6638446,0.73699033,0.8257622,0.67683303,0.54126,0.82622147
0.6685097,0.8307393,0.77999693,0.65109444,0.49655905,0.789311
0.6142699,0.8934012,0.76432914,0.6453049,0.45332706,0.7741317
0.63906133,0.6909137,0.77687025,0.6352418,0.5724671,0.8104992
0.6315307,0.6599109,0.78436214,0.6400815,0.6528796,0.8143922
0.5894156,0.6140648,0.7590679,0.6016508,0.55026495,0.7797617
0.59488857,0.5827067,0.7502694,0.5979524,0.5743108,0.7627104
0.5974403,0.58122015,0.7539423,0.6038687,0.57277584,0.771184
0.7906859,0.6291379,0.8824119,0.778547,0.70424056,0.87535673
0.6198152,0.60457754,0.7726096,0.6177099,0.55843896,0.7783782
0.70011306,0.65141284,0.8086498,0.63575155,0.6518559,0.810433
0.63896465,0.8861477,0.77928334,0.677985,0.46947452,0.7798172
0.60580504,0.72536004,0.7902932,0.6399832,0.50690156,0.80227816
0.6932465,0.8349339,0.7900102,0.70042825,0.47604388,0.78234893
0.7121268,0.8052458,0.7955974,0.67525333,0.56574327,0.8157373
0.69975615,0.6618701,0.8271713,0.66400105,0.6413229,0.84987414
0.65593636,0.8236022,0.8205944,0.69775033,0.5900474,0.8365271
0.74979526,0.7037913,0.80798644,0.6453373,0.5742435,0.82118535
0.7706176,0.7731926,0.8113289,0.66205084,0.620192,0.8139307
0.7787759,0.63661546,0.81576943,0.7210108,0.59620637,0.81426656
0.6671848,0.84248024,0.7872166,0.6536485,0.6216644,0.80209917
0.6201461,0.7617301,0.74166864,0.5937863,0.52304065,0.75087065
0.77852994,0.69092345,0.8351066,0.7894565,0.6343519,0.84166193
0.7741175,0.71634525,0.8898819,0.75204194,0.62297446,0.88932145
0.69172627,0.6302169,0.80039674,0.63120496,0.61797816,0.82565624
0.723489,0.72747004,0.86218965,0.7080324,0.64755464,0.8670866
0.78598356,0.68766457,0.8618404,0.7277281,0.6573897,0.8712966
0.59112805,0.580451,0.7420869,0.58416533,0.5424394,0.7500501
0.7574667,0.6568556,0.83378536,0.7359107,0.6411574,0.8426617
0.76117516,0.7859776,0.83121186,0.6781025,0.5936095,0.83104205
0.84083277,0.7726739,0.8275436,0.7728939,0.5704324,0.8083596
0.56701666,0.6918185,0.75277245,0.58795094,0.51421785,0.78747886
0.56189775,0.6053189,0.7363474,0.5399232,0.5131193,0.75288194
0.6665457,0.7608578,0.8276497,0.661082,0.56184936,0.84516126
0.75947917,0.6511205,0.8207051,0.6869695,0.6426276,0.8337867
0.5558785,0.54767203,0.7224103,0.5850282,0.553702,0.737164
0.70344466,0.579914,0.82778674,0.69011897,0.66458666,0.8396038
0.6769044,0.7654192,0.81388915,0.6772337,0.63473004,0.836139
0.67886966,0.7711595,0.82045114,0.68601453,0.5391049,0.83365995
0.7258567,0.6977621,0.84777725,0.6937724,0.67718154,0.8540337
0.6966827,0.8144425,0.77486503,0.64955,0.53307307,0.7910303
0.67149174,0.7019097,0.7753413,0.6216337,0.60489744,0.80568516
0.7550587,0.6722467,0.8327732,0.7121302,0.65160584,0.82640225
0.7078561,0.7809045,0.82950604,0.68152034,0.67032933,0.851695
0.57918006,0.59934723,0.7395921,0.5813739,0.5103211,0.75633615
0.6912785,0.8228598,0.7911471,0.70972395,0.5096137,0.78756136
0.68876606,0.8376671,0.83167434,0.74490225,0.59059566,0.84430534
0.70208114,0.7908762,0.7645937,0.62755954,0.5337045,0.7801229
0.6301509,0.71990037,0.80844826,0.6398851,0.5842293,0.8162665
0.593047,0.6095918,0.7610735,0.6082839,0.5756995,0.775357
0.7831041,0.76628166,0.830886,0.68910253,0.60742795,0.8297204
0.82863444,0.6347899,0.81315494,0.6742797,0.60518676,0.8057936
0.778617,0.7241506,0.86771095,0.7236114,0.7030367,0.8864706
0.58662736,0.5986782,0.76283836,0.59298134,0.5603651,0.7788899
0.6553177,0.7727494,0.8428747,0.762203,0.5824612,0.86200166
0.68154305,0.84383833,0.7857077,0.63434464,0.58622575,0.8020316
0.78977084,0.7814737,0.8091267,0.746676,0.5678595,0.80276483
0.57840693,0.6522848,0.7398701,0.550865,0.51874983,0.7704194
0.7710768,0.64836633,0.83837795,0.670094,0.55897796,0.8335926
0.82100576,0.7808227,0.8699774,0.78165746,0.58398354,0.8564951
0.5683357,0.79657584,0.7361915,0.55982035,0.47600508,0.7682539
0.68789977,0.8504466,0.790983,0.69658256,0.4830345,0.7862508
0.7211048,0.74982816,0.8428772,0.69727206,0.6706764,0.85178167
0.5944195,0.6763684,0.7776198,0.59731895,0.5679382,0.798535
0.6176182,0.588011,0.76998657,0.61371773,0.5704365,0.7843658
0.66282207,0.7238338,0.78422236,0.6493544,0.64964175,0.80962217
0.5991128,0.7487387,0.8169165,0.70997196,0.55702823,0.842412
0.64917076,0.85937494,0.7587769,0.6138218,0.5314985,0.7614035
0.698807,0.70054483,0.84042984,0.6604906,0.66188085,0.8634337
0.7272664,0.6885143,0.8098069,0.66414154,0.5696042,0.83016795
0.65029335,0.90011734,0.8028322,0.70334285,0.52852714,0.812704
0.66377705,0.867693,0.781672,0.66639656,0.46663687,0.77991843
0.58528477,0.76619375,0.76604825,0.61237794,0.4802104,0.7703941
0.82431746,0.7138527,0.8154573,0.67977434,0.6270261,0.81259763
0.5943015,0.61638075,0.7481422,0.5574712,0.53077984,0.7673939
0.6283158,0.76710683,0.79983884,0.65336686,0.5212915,0.8156555
0.6732987,0.8495923,0.76757133,0.68000215,0.46470657,0.7627719
0.62238735,0.59019244,0.73337954,0.5920553,0.5094806,0.7564006
0.6872922,0.76056594,0.80104625,0.6755587,0.6583182,0.82538927
0.7306144,0.8302231,0.827092,0.71028554,0.6195903,0.82209903
0.7559356,0.8135699,0.831337,0.71681887,0.6192082,0.8334137
0.68299925,0.8961137,0.7939709,0.6997593,0.47612166,0.7894074
0.6864223,0.67336375,0.8186419,0.64286166,0.5758879,0.8243729
0.7899906,0.5575817,0.81259686,0.6652804,0.60882014,0.8203198
0.6998498,0.8155762,0.7899794,0.6154474,0.5669683,0.80236715
0.7799771,0.6551588,0.85626686,0.7025558,0.5904837,0.8516163
0.71641433,0.84301835,0.7986215,0.6502789,0.56846243,0.8105855
0.5499057,0.55630493,0.7220998,0.5421636,0.53010166,0.73507154
0.6438881,0.7021542,0.79484457,0.6550144,0.61524653,0.81564194
0.7793554,0.76878864,0.80689055,0.6992878,0.7029275,0.7995227
0.74758375,0.70018154,0.85947376,0.72268033,0.67199415,0.88197803
0.68669647,0.6890421,0.8101337,0.66370356,0.6016854,0.8331932
0.6765379,0.6399672,0.78482926,0.64569974,0.6028546,0.8024719
0.70305455,0.8169722,0.8194863,0.73142505,0.5447864,0.8198777
0.67167443,0.8911748,0.7572461,0.64530826,0.525116,0.7628479
0.6380547,0.73102874,0.74555635,0.6049956,0.5627909,0.7813774
0.6454355,0.7744547,0.8070399,0.6538081,0.6388936,0.8317443
0.5860212,0.8174714,0.7242151,0.5909352,0.44733122,0.7378289
0.7087978,0.6898178,0.8359038,0.720153,0.6076284,0.8446811
0.6988247,0.7761121,0.80378824,0.6850359,0.5995044,0.82995164
0.6766632,0.8864474,0.8028965,0.69811,0.5568946,0.8122365
0.75975704,0.76850253,0.8587944,0.7207291,0.5948475,0.8620496
0.74101746,0.73811066,0.82844245,0.70670503,0.6739334,0.8349663
0.68123406,0.8395078,0.7893285,0.69197816,0.48034877,0.78347665
0.7963353,0.68398505,0.8847363,0.8019658,0.65274906,0.8761524
0.6933931,0.7907354,0.81337935,0.6673525,0.6715263,0.828214
0.68159044,0.7694803,0.78246015,0.6153737,0.5862565,0.8031837
0.64002776,0.89813787,0.77180296,0.6434955,0.53406256,0.78271925
0.8207958,0.58034736,0.82573235,0.69614816,0.6105552,0.8296086
0.83678186,0.7278651,0.8487159,0.77119166,0.78978205,0.84127635
0.7948015,0.6650922,0.8702371,0.7552347,0.6666932,0.87406725
0.6974461,0.77042085,0.785254,0.6132628,0.6211641,0.80409455
0.64902556,0.7781876,0.7848441,0.65523344,0.58697945,0.80728644
0.72669744,0.666072,0.8489639,0.7296091,0.66211754,0.8697885
0.62408775,0.8112009,0.75496,0.6307763,0.45269233,0.76679033
0.79536825,0.74096787,0.871683,0.7722188,0.6786055,0.8762807
