guard_suicide,guard_accidents,guard_selfHarm,guard_depression,guard_racism,guard_eatingDisorders
0.6250612,0.7617905,0.79585075,0.66777873,0.561516,0.81943005
0.7687765,0.6491837,0.83708715,0.7447281,0.63387424,0.8470831
0.5668449,0.7956463,0.7121772,0.566109,0.47251767,0.7189514
0.81320584,0.85064995,0.8621373,0.7562317,0.6002068,0.85510546
0.67354226,0.741686,0.7734712,0.61420906,0.4647485,0.7744974
0.62209874,0.701864,0.74992555,0.6004003,0.5522761,0.7752883
0.5590178,0.8521588,0.7116686,0.5964579,0.47240216,0.7264703
0.7313499,0.69750714,0.81569856,0.6628627,0.5858981,0.82757306
0.6544673,0.7417156,0.7921575,0.6572126,0.61912864,0.8087716
0.6337987,0.905219,0.77789587,0.65719396,0.5045823,0.7836315
0.7123731,0.7655948,0.83862865,0.70626277,0.6132286,0.8412752
0.7666522,0.6713695,0.85610867,0.76744014,0.64877844,0.86579746
0.7236706,0.66985506,0.8544145,0.7322922,0.65698063,0.86748326
0.6387194,0.6390315,0.7950861,0.63186246,0.6318265,0.81354314
0.5705245,0.57065785,0.72952884,0.5534952,0.527751,0.7418624
0.6591571,0.8094994,0.72064406,0.5790865,0.44661188,0.724231
0.7196106,0.8584557,0.80722624,0.7502574,0.5420122,0.7987982
0.76751536,0.6396444,0.840187,0.7447401,0.6554422,0.8509329
0.647528,0.6331421,0.7669764,0.6747329,0.56488925,0.7792411
0.6284667,0.72395897,0.8059549,0.6442494,0.58972937,0.82559556
0.6406919,0.7301952,0.776277,0.6391753,0.59252155,0.8089543
0.8981757,0.62885123,0.89716154,0.8209041,0.7037029,0.8759927
0.74169236,0.62353873,0.7927799,0.671812,0.5797929,0.8135921
0.60782254,0.6693972,0.74089503,0.5905194,0.48327398,0.7644191
0.6428268,0.62835985,0.7732352,0.6356251,0.597556,0.80282897
0.5700035,0.5799562,0.7354975,0.5781335,0.5547768,0.7510928
0.7281631,0.7577572,0.8579954,0.7696321,0.62352365,0.8707193
0.6341918,0.72553104,0.7680206,0.6093417,0.58894825,0.79562944
0.6751284,0.73626274,0.8360424,0.71153253,0.5713821,0.8476805
0.5778804,0.6139248,0.7175581,0.5790576,0.5236133,0.74727917
0.63840574,0.8649609,0.7703013,0.6654153,0.4802886,0.77264065
0.70676625,0.79103935,0.7688529,0.64710134,0.4996872,0.76483274
0.8942911,0.7291168,0.8805919,0.80927116,0.6459518,0.85983187
0.6087894,0.6036765,0.7535669,0.57515097,0.5176636,0.7679255
0.72180116,0.6685472,0.8332457,0.7241252,0.6098848,0.84634215
0.7316327,0.8248685,0.7827442,0.6598772,0.51561147,0.7826897
0.68622714,0.79444414,0.8121302,0.6651224,0.5996164,0.8296155
0.78528345,0.6454255,0.8768662,0.74222815,0.767725,0.8924863
0.61766404,0.63185894,0.7639918,0.58456844,0.55047256,0.78996646
0.62152535,0.60660213,0.76060414,0.6150939,0.5245092,0.7694649
0.90965945,0.64894027,0.86064255,0.79171944,0.62038046,0.83503145
0.73523027,0.64900213,0.82532454,0.6362282,0.63780016,0.8480439
0.5936702,0.70743525,0.7658105,0.6095294,0.4637832,0.777043
0.6870441,0.78577167,0.7997799,0.65280694,0.5825978,0.80899644
0.571942,0.7275058,0.75421894,0.5925659,0.49671245,0.7882218
0.61991286,0.64353514,0.7669465,0.6218374,0.53159666,0.7909649
0.6728903,0.6471093,0.82272756,0.641264,0.60197,0.8386867
0.6575493,0.9045991,0.78785956,0.6759434,0.51717037,0.79090774
0.78087723,0.6515844,0.8392191,0.68912905,0.7300775,0.849592
0.69175905,0.6355047,0.832539,0.62597734,0.59544575,0.84468573
0.5762609,0.5492072,0.7162906,0.5516036,0.5199908,0.721984
0.67860156,0.72617346,0.82712793,0.6887754,0.56176436,0.8449294
0.69781905,0.6751639,0.8372885,0.67014116,0.6676839,0.85112673
0.66761243,0.7290231,0.8100234,0.6960322,0.6309826,0.832003
0.67914075,0.6835665,0.82034594,0.6684914,0.65677464,0.8404034
0.5902015,0.5587021,0.7393912,0.59594417,0.5954019,0.7523154
0.63602227,0.8293485,0.7546964,0.6221076,0.50740236,0.7782473
0.7398155,0.6103499,0.8006352,0.6463221,0.6119393,0.8111402
0.6200486,0.62942374,0.73105216,0.58261234,0.4894393,0.7478641
0.6814957,0.7636727,0.8004658,0.642712,0.51212925,0.80940586
0.88111055,0.6256407,0.86121786,0.8204733,0.64829254,0.84264606
0.69350183,0.8812564,0.7798194,0.65732765,0.53462625,0.78491545
0.66123354,0.6003454,0.76591176,0.61740315,0.5453538,0.7855657
0.6839895,0.6434363,0.8225865,0.64399123,0.6489463,0.8313922
0.672341,0.67926306,0.80480343,0.6440469,0.62000304,0.8183294
0.7880608,0.59197193,0.8251456,0.69331634,0.63336337,0.83061576
0.65145147,0.625463,0.7734803,0.6040033,0.55245644,0.7987322
0.60728425,0.7689576,0.8081112,0.6574505,0.4939183,0.8208834
0.74603665,0.6621153,0.8631393,0.73387957,0.70655715,0.88182783
0.7570728,0.7584267,0.8516158,0.7836714,0.5833894,0.85150677
0.6560002,0.8927903,0.75302094,0.6311526,0.5150552,0.7554058
0.7401326,0.754178,0.83061266,0.81709516,0.5219681,0.8179883
0.623335,0.60572714,0.74538815,0.60206693,0.56652015,0.77839833
0.6610195,0.6520562,0.7883824,0.6181165,0.5880684,0.8139306
0.8836461,0.6095838,0.84909666,0.8103445,0.63697016,0.8255595
0.66944546,0.6395466,0.776236,0.6370204,0.5374827,0.7921389
0.6326145,0.8120033,0.7619391,0.6142469,0.51848,0.78814673
0.7229807,0.6939679,0.8541293,0.6834634,0.64798003,0.86012584
0.6110628,0.633726,0.757007,0.61160046,0.60584635,0.7747029
0.6264135,0.9054406,0.75042444,0.6495527,0.4719135,0.76501834
0.6091993,0.5691805,0.7379111,0.5862645,0.62224877,0.7578059
0.7908744,0.60729444,0.8822953,0.7615966,0.649903,0.867363
0.7991864,0.6799886,0.84300625,0.71607494,0.5952306,0.84721166
0.68210226,0.6487574,0.81080705,0.66567844,0.594908,0.82362264
0.69763553,0.67894995,0.81793976,0.6957018,0.6430237,0.8443231
0.8339773,0.67998254,0.8893523,0.8386009,0.6471129,0.877511
0.5963971,0.63728493,0.7822384,0.61052155,0.6075756,0.80555755
0.7002691,0.7065815,0.827377,0.66453195,0.6363703,0.84231675
0.69341356,0.608131,0.7959168,0.6395388,0.6084847,0.8039462
0.73915106,0.713952,0.83602357,0.7137171,0.583199,0.8415125
0.7849421,0.7605459,0.8708637,0.7489591,0.5920464,0.86946416
0.71253675,0.71805453,0.8131192,0.66625035,0.6582662,0.839783
0.5594677,0.5761723,0.7535225,0.55700296,0.59743065,0.77780825
0.79339993,0.72936285,0.88379395,0.8060472,0.6508303,0.894506
0.6440698,0.7618217,0.7602197,0.6193362,0.53510255,0.7833167
0.7770847,0.722369,0.87558556,0.84931654,0.594637,0.8695604
0.7617357,0.7795361,0.84825706,0.7097494,0.596457,0.85675114
0.73705095,0.65583307,0.8218715,0.688369,0.6101507,0.83157784
0.6388297,0.6343747,0.7729504,0.6295405,0.5346634,0.79621494
0.6786626,0.84782493,0.8072882,0.7392636,0.5593287,0.8180293
0.68706286,0.8210387,0.79081184,0.679975,0.5450514,0.81089514
0.67726463,0.6205767,0.78632385,0.65223116,0.56186855,0.80630964
0.67795664,0.80762196,0.7578312,0.6241006,0.53595966,0.7772412
0.8072466,0.60554475,0.8856643,0.78253156,0.6733275,0.87167805
0.5951379,0.6631033,0.73581296,0.5754772,0.4325284,0.7400864
0.6956198,0.723724,0.80645484,0.6400352,0.5529345,0.82356346
0.6858628,0.78465354,0.8486462,0.72783464,0.5929502,0.86291957
0.75726455,0.6983375,0.85626984,0.7842577,0.62462956,0.8604803
0.89401174,0.59841406,0.87165594,0.78685,0.6908636,0.8640081
0.6418225,0.78570616,0.74765545,0.59517115,0.5163102,0.76646876
0.6510267,0.73247683,0.76826817,0.6285081,0.64208823,0.7844428
0.74634725,0.7787199,0.82873833,0.71808,0.5412698,0.8254455
0.74916875,0.6870776,0.8203961,0.70076287,0.56891036,0.84433585
0.76337427,0.8588,0.83550483,0.7564458,0.5888489,0.83195585
0.60647243,0.74666256,0.73906344,0.57945126,0.4397992,0.75720805
0.71671677,0.6542299,0.82559186,0.6721886,0.6266471,0.8538824
0.8602117,0.71649355,0.89855486,0.806342,0.68419003,0.88516045
0.6573355,0.64615995,0.7846522,0.60625845,0.57086444,0.8133094
0.72475815,0.6265655,0.77366704,0.6595239,0.5703924,0.7988316
0.6727068,0.8299938,0.74510074,0.6053181,0.5234525,0.75922006
0.63719136,0.6190193,0.77542806,0.6337556,0.548917,0.7985251
0.6754353,0.67156786,0.7897325,0.6406185,0.6423022,0.81297874
0.7963143,0.74190784,0.8351432,0.699226,0.5870611,0.82561547
0.66414034,0.8890096,0.8073347,0.7276373,0.51640433,0.8165942
0.6711976,0.75638795,0.8042289,0.62785846,0.6891894,0.8263548
0.73996204,0.68719465,0.87213147,0.7409107,0.6446651,0.8823308
0.6726682,0.89471006,0.78785795,0.6545127,0.5546244,0.790132
0.63354653,0.7502975,0.7521026,0.6124162,0.52011794,0.7780197
0.7128809,0.715759,0.88075864,0.708187,0.600623,0.89417946
0.6409134,0.8178867,0.7506903,0.62169117,0.5126267,0.7727137
0.6529817,0.7771963,0.79853004,0.66344965,0.52679884,0.80957645
0.7062366,0.7333502,0.8346051,0.68770295,0.66515636,0.8612811
0.80425113,0.7324217,0.8509572,0.7394546,0.6638831,0.8543195
0.80870634,0.75182104,0.8299328,0.70864075,0.659138,0.82441723
0.6654568,0.80161715,0.7553583,0.61254466,0.5309984,0.7784983
0.84980077,0.68179524,0.85665023,0.7700569,0.5935868,0.83636624
0.5747871,0.6477822,0.7106199,0.5503137,0.40355048,0.7111235
0.7167325,0.8795444,0.7813965,0.72825205,0.5236744,0.7702102
0.7711282,0.62747633,0.8057767,0.7349501,0.6297892,0.8061236
0.87563866,0.7046677,0.86053586,0.81183285,0.6621934,0.835223
0.62527347,0.7871919,0.7305315,0.59640676,0.46617758,0.73571205
0.60093796,0.6424746,0.7679374,0.6045085,0.57450074,0.7940021
0.5972385,0.7863711,0.76319975,0.6102693,0.48907876,0.76528007
0.69836247,0.7083225,0.8469541,0.69728005,0.6786146,0.8685843
0.70314354,0.703892,0.8114602,0.6559005,0.62489176,0.82161754
0.7495457,0.82690644,0.8315463,0.70539695,0.65120363,0.83014137
0.7847135,0.71709526,0.85170585,0.7749487,0.5986465,0.8578691
0.72845,0.7453994,0.82633823,0.6423894,0.6312657,0.842344
0.64592785,0.6796156,0.778692,0.65083426,0.6164449,0.7968144
0.6822573,0.88221246,0.7987664,0.671918,0.5081136,0.8031395
0.7407783,0.65452605,0.82395774,0.6781382,0.6457448,0.8409902
0.65369475,0.84845465,0.777562,0.61577994,0.5150258,0.7848374
0.6016531,0.63209295,0.7748405,0.6245264,0.6338452,0.80036604
0.5434355,0.630817,0.67920095,0.5147265,0.34742612,0.67324567
0.6278943,0.5944344,0.792428,0.59676206,0.6284721,0.8095423
0.6133798,0.9000893,0.7416937,0.66526264,0.4821247,0.7609566
0.78629905,0.6828772,0.83950096,0.7482832,0.56275237,0.83926076
0.79546493,0.6813821,0.8438651,0.75051606,0.7002201,0.84885764
0.6127742,0.6567085,0.7511233,0.6000879,0.6103119,0.7786231
0.585352,0.65424895,0.73662955,0.56776893,0.518214,0.7641953
0.70818037,0.8373837,0.8164123,0.6775364,0.5672666,0.8331175
0.7580937,0.72528434,0.8668152,0.71992886,0.71983707,0.8808365
0.56847054,0.5541111,0.7472885,0.5460273,0.5693871,0.76418746
0.6328782,0.8028712,0.80272466,0.65319884,0.5275713,0.8152233
0.6074917,0.6696569,0.73472846,0.5754197,0.57979274,0.7591865
0.8876885,0.6953207,0.8765383,0.81201524,0.63839716,0.8590205
0.70634425,0.614793,0.8002397,0.6838578,0.6136884,0.8189451
0.7754847,0.70559293,0.83365023,0.6962373,0.6565004,0.84392476
0.7863185,0.67509556,0.88281786,0.7685904,0.6781962,0.8816141
0.713125,0.7232309,0.82309306,0.6987524,0.5845691,0.8386766
0.71507937,0.8098876,0.8203899,0.6877237,0.5375244,0.822782
0.6532842,0.90899456,0.76913774,0.6840734,0.49473634,0.78048706
0.7741323,0.64709944,0.80725783,0.65445495,0.61108667,0.810065
0.6028964,0.7775126,0.717458,0.55155927,0.5570678,0.7395132
0.6533906,0.8733451,0.76724905,0.6654024,0.54568523,0.7763006
0.7484102,0.65243196,0.82842,0.70043594,0.75369555,0.85130227
0.7262177,0.6040916,0.8165072,0.67232084,0.6546948,0.8337637
0.75151825,0.8517566,0.8402595,0.72793263,0.5650976,0.8342202
0.60336053,0.6020844,0.7770379,0.57731295,0.58578813,0.7913893
0.740339,0.61830235,0.8266685,0.68280786,0.58095783,0.82966304
0.7441605,0.7982904,0.8104514,0.6525428,0.57820076,0.8095874
0.675743,0.7361773,0.792474,0.65589243,0.65230155,0.8112235
0.66894877,0.791368,0.8033436,0.6364722,0.531123,0.8167051
0.6666765,0.8207164,0.7981657,0.6663758,0.51886284,0.8029844
0.725842,0.71948427,0.8514125,0.80896395,0.58813643,0.8594791
0.7326302,0.774889,0.83925796,0.7203833,0.647972,0.8592911
0.6242195,0.6479726,0.7847704,0.6271984,0.60970616,0.8105766
0.72477037,0.60332733,0.8132124,0.69704455,0.6747408,0.8334437
0.74531955,0.6356165,0.81902564,0.6719912,0.636213,0.83711684
0.5695705,0.647155,0.7504521,0.6122561,0.56197137,0.77838284
0.78891516,0.6386743,0.8014419,0.6904807,0.4947485,0.7864051
0.68786615,0.67752117,0.840858,0.8455981,0.5486374,0.84247875
0.6147914,0.7839661,0.7514519,0.65121704,0.4764196,0.7738282
0.76064396,0.6330328,0.8116956,0.70871764,0.6015662,0.81835276
0.90909576,0.6641507,0.8619835,0.77342844,0.6302961,0.834009
0.7059565,0.65532726,0.81449336,0.67317444,0.6368229,0.8435383
0.7720269,0.7726989,0.83079535,0.65923184,0.6057256,0.82614374
0.7290889,0.71034247,0.84401834,0.7326298,0.72969276,0.8652603
0.64265996,0.7151004,0.8014528,0.63473433,0.5978768,0.8258732
0.6533515,0.7624618,0.7772495,0.63704777,0.5371824,0.80224043
0.6354857,0.6652681,0.7597154,0.61318576,0.55627036,0.7856039
0.7807538,0.66035604,0.8773101,0.73889804,0.65113753,0.88464046
0.74822915,0.7204146,0.84085125,0.7191026,0.57700974,0.8421201
0.7463738,0.7060724,0.8023398,0.7140672,0.5740513,0.8070614
0.82898635,0.6966093,0.86699146,0.7380757,0.60275275,0.86116815
0.6019389,0.85338396,0.7399848,0.63047266,0.4710531,0.7529539
0.70288336,0.69093186,0.8065267,0.6774043,0.5430564,0.82388693
0.7409644,0.85455847,0.78532255,0.6406767,0.5419553,0.77542335
0.65040237,0.6539562,0.7852986,0.6217765,0.56401247,0.80283296
0.7798788,0.74668175,0.8624767,0.7171618,0.6322131,0.86075795
0.8123691,0.6733931,0.8133226,0.7089764,0.54291135,0.8015213
0.65505445,0.8388846,0.7409103,0.60006475,0.53354967,0.7607071
0.81070834,0.71381104,0.8509699,0.76754045,0.63267416,0.8560335
0.78123254,0.84997565,0.8224452,0.7357092,0.55687004,0.8116418
0.6402875,0.6646147,0.7813606,0.63699543,0.5418826,0.80296564
0.9058452,0.6365415,0.8881514,0.8188098,0.68903124,0.86574066
0.7874617,0.7861232,0.83148813,0.7172019,0.648332,0.8329639
0.81390643,0.82888806,0.84712064,0.7648016,0.5781537,0.83410096
0.83780813,0.7011356,0.8372464,0.73330516,0.65553963,0.82307136
0.62967265,0.67148495,0.7493573,0.58637905,0.55658025,0.7810968
0.8044519,0.74513185,0.8429444,0.7251666,0.6839481,0.84648824
0.71771663,0.6896273,0.83582383,0.69608074,0.6391144,0.86549145
0.68708354,0.73530835,0.82144487,0.7120355,0.6452243,0.84106755
0.6821147,0.6073003,0.79832363,0.6721124,0.6104255,0.8153543
0.8589336,0.61602443,0.8427318,0.7598921,0.6403429,0.8238628
0.6231839,0.67178404,0.76839685,0.59547806,0.5486315,0.7999972
0.6474574,0.6238445,0.7704391,0.6309745,0.52988875,0.7908828
0.66551447,0.6563251,0.7875302,0.61619836,0.5799667,0.80855364
0.71726936,0.74467725,0.8501303,0.6783019,0.62891716,0.86156744
0.6395145,0.9117268,0.73435247,0.61799747,0.4861361,0.7293765
0.7742931,0.6904088,0.87690294,0.7556492,0.72535455,0.8932238
0.78995544,0.82417345,0.85041976,0.7521877,0.61566204,0.84556824
0.86946446,0.6625285,0.88369167,0.7982858,0.6811374,0.8813048
0.7246728,0.732148,0.82374865,0.6884358,0.72900283,0.83981323
0.6460222,0.7093222,0.76371795,0.61547655,0.64954495,0.78432167
0.83233315,0.7851803,0.8659549,0.76275146,0.5801127,0.8526777
0.81828046,0.6758393,0.8844794,0.82074636,0.6317545,0.8724544
0.678672,0.74062365,0.81898415,0.7229578,0.6451066,0.8373865
0.78116125,0.74990153,0.877393,0.8229634,0.6529297,0.8873962
0.8255793,0.5743287,0.7992163,0.68421566,0.5839149,0.7921733
0.59722847,0.614526,0.7476699,0.59414965,0.5291372,0.7572898
0.82309294,0.65105486,0.8954831,0.7831867,0.7248323,0.89520955
0.7622355,0.6872487,0.81525,0.7511566,0.5295747,0.82050073
0.7255254,0.7205049,0.84773374,0.72738695,0.7297305,0.8614505
0.72059727,0.73226255,0.81729263,0.6751355,0.61548615,0.8247765
0.678658,0.8840335,0.76064,0.6562506,0.5179129,0.7641111
0.79590577,0.8500081,0.85933906,0.74625593,0.6058492,0.8536538
0.5252162,0.61006314,0.66355765,0.4968431,0.3434761,0.6623924
0.7352184,0.6356901,0.81021446,0.69474685,0.6049353,0.8231363
0.6515391,0.83776104,0.79086214,0.67985904,0.53899443,0.80856323
0.78224665,0.6764224,0.8546846,0.70434374,0.59718275,0.8498688
0.83984727,0.7439649,0.85743815,0.7776683,0.608128,0.8444939
0.5881658,0.7000031,0.76618046,0.58862495,0.53067183,0.78804314
0.8116554,0.6911466,0.8459648,0.7316536,0.5943533,0.84228337
0.8124085,0.5899287,0.8319634,0.7122906,0.6033614,0.8245816
0.7505067,0.691435,0.79834,0.67382586,0.66453755,0.80661786
0.6091883,0.7333903,0.7488318,0.59659564,0.61916584,0.7748636
0.7656535,0.7998422,0.85935885,0.77896345,0.60283214,0.8641414
0.5941688,0.7303155,0.7727747,0.58623827,0.5031155,0.7872159
0.8966626,0.5988228,0.83907884,0.75980365,0.6050408,0.8050057
0.74275446,0.7238893,0.8828906,0.77069515,0.647905,0.886145
0.7137969,0.8149213,0.8258739,0.6869725,0.53261966,0.8204665
0.7349338,0.8598912,0.8047329,0.6393601,0.6099725,0.8121458
0.63654923,0.92447734,0.77841794,0.6775971,0.4858339,0.7846253
0.67244655,0.7712134,0.7780608,0.6629246,0.6100505,0.789325
0.80240905,0.77118254,0.8790888,0.7787423,0.69101804,0.8814284
0.7767728,0.7089346,0.8566858,0.80319726,0.5713131,0.8450909
0.66218674,0.721483,0.8043508,0.62861663,0.52085394,0.8235384
0.6567092,0.772307,0.8256979,0.6809685,0.5866576,0.8354054
0.66676736,0.72693133,0.76791495,0.62773114,0.6534768,0.7862668
0.7566895,0.80373114,0.84989893,0.7392769,0.5953436,0.8625019
0.7310705,0.8315849,0.83230346,0.73184216,0.6011086,0.8335854
0.61320716,0.7818083,0.7698483,0.6486873,0.5484448,0.7927858
0.65792376,0.7550669,0.7661884,0.6358894,0.5217927,0.78723323
0.651936,0.74218655,0.7676174,0.65247476,0.6067477,0.78626496
0.6347622,0.7493681,0.7516941,0.6167573,0.47213927,0.7617297
0.6749872,0.6983809,0.7981182,0.62053394,0.6444231,0.8111738
0.69346124,0.6812828,0.79909056,0.65203005,0.5760657,0.81894994
0.6889417,0.7767933,0.77216077,0.63586736,0.5133334,0.78464633
0.68369126,0.8474801,0.83954865,0.73060566,0.54968935,0.8501325
0.6248638,0.86719227,0.71044075,0.5590102,0.46650082,0.70987624
0.62240124,0.6633302,0.78470135,0.6431625,0.5969207,0.80222756
0.63362074,0.80939996,0.7460265,0.5906699,0.48016188,0.7642622
0.6727717,0.8282217,0.74938,0.6528599,0.4888293,0.7501874
0.753744,0.77145994,0.8467943,0.7902036,0.59173757,0.8616935
0.7040565,0.876014,0.83005035,0.7170954,0.5239907,0.8364663
0.6910365,0.84968954,0.7809982,0.64031124,0.4743089,0.78583753
0.61924803,0.7327912,0.7227693,0.5788091,0.4830007,0.73880833
0.727424,0.8299242,0.79047966,0.67941666,0.50610536,0.7971775
0.6411463,0.6639169,0.7795155,0.6582006,0.6520937,0.8029633
0.6777216,0.6384503,0.77837265,0.60536927,0.5608603,0.8068909
0.65768766,0.818958,0.8113092,0.66482717,0.5491222,0.82677966
0.5816046,0.5819293,0.74034745,0.56673586,0.5099082,0.7498035
0.6528707,0.683358,0.7743315,0.6608662,0.6131471,0.79354954
0.6331667,0.6373466,0.7934244,0.6502146,0.5891956,0.8094319
0.79380023,0.622291,0.820624,0.7226847,0.6618067,0.8224213
0.78268945,0.6479066,0.8221018,0.7113144,0.5907024,0.8143051
0.632294,0.7583976,0.715186,0.5841608,0.44643396,0.7227966
0.6005009,0.59232694,0.74692214,0.5830184,0.5233642,0.75965106
0.90594184,0.6303487,0.8744397,0.79594153,0.6667191,0.85364866
0.721795,0.61666554,0.8356608,0.7012847,0.61827403,0.8294664
0.6566805,0.87418723,0.7581336,0.6553864,0.5057121,0.7638854
0.8120276,0.7107163,0.8393038,0.7338095,0.59613395,0.83512217
0.6290491,0.7326201,0.7531442,0.6108769,0.48434743,0.76833326
0.8117666,0.79136664,0.8073188,0.7090531,0.6430938,0.79793715
0.87034184,0.6897789,0.91092026,0.785192,0.66952306,0.90124834
0.8244328,0.736471,0.8842173,0.80070364,0.68701607,0.8814512
0.59611076,0.5760562,0.749259,0.5976861,0.5563925,0.76156586
0.66453224,0.7525221,0.78117704,0.6330761,0.5157455,0.79505175
0.6617099,0.6445982,0.76204675,0.6019841,0.5363932,0.78239733
0.6430312,0.72583216,0.83584535,0.68895495,0.6107588,0.855789
0.5981516,0.5913919,0.75805146,0.60227114,0.56285995,0.7686756
0.69645923,0.71927303,0.8357163,0.69532865,0.6466316,0.8538472
0.7355209,0.7549344,0.7997666,0.6068336,0.6153186,0.80254906
0.67450076,0.6946287,0.8032174,0.64315534,0.52642155,0.8124659
0.852935,0.6040286,0.83818704,0.73989123,0.596867,0.81177354
0.6287067,0.61443263,0.7844809,0.6477705,0.5750339,0.7957744
0.61681247,0.74017936,0.73302096,0.57701313,0.46316063,0.74572116
0.8748842,0.6896452,0.86838496,0.74928606,0.69200796,0.85211927
0.7107151,0.60435945,0.7697628,0.6040469,0.51596177,0.77795815
0.70821774,0.8523724,0.828102,0.73750395,0.5216764,0.8260224
0.64519817,0.71404433,0.8084086,0.641963,0.5300372,0.81542015
0.8133325,0.6966915,0.8649991,0.75506634,0.70714307,0.86220425
0.63469356,0.78475606,0.78928745,0.6647136,0.5451134,0.81459045
0.5967033,0.5837418,0.7446794,0.58673346,0.526442,0.75725967
0.5926413,0.555741,0.73357606,0.572544,0.54462045,0.74062675
0.8187571,0.58423966,0.8255043,0.71157295,0.6080905,0.81823874
0.6533107,0.7260494,0.74880403,0.6078479,0.51519144,0.76191247
0.7668348,0.8105089,0.82121897,0.7262536,0.65154755,0.8202352
0.76811045,0.62707984,0.87253994,0.7532837,0.7435516,0.89212334
0.67240304,0.8709413,0.736912,0.6453576,0.44258302,0.73424727
0.6296394,0.7822321,0.7393236,0.5931155,0.45642644,0.7493406
0.72804487,0.66306156,0.8227694,0.6974027,0.62892646,0.84629536
0.6182554,0.62571794,0.7767259,0.62386,0.57993954,0.78615904
0.6458859,0.6327934,0.78570193,0.6285478,0.5874824,0.7972407
0.6481357,0.73114514,0.7461811,0.5986219,0.52053213,0.76299304
0.5634606,0.7644047,0.7460908,0.5983276,0.4880995,0.76016617
0.87943536,0.6211511,0.8514232,0.8084361,0.6494528,0.83238506
0.810515,0.75536215,0.8623163,0.72970337,0.69906646,0.8670611
0.7096834,0.6345721,0.8202504,0.6724406,0.637608,0.8494471
0.6114038,0.6287807,0.76580507,0.6389041,0.53771204,0.7752262
0.5745869,0.7255887,0.71954304,0.51853275,0.51618344,0.74585086
0.5647333,0.5593066,0.72564304,0.5730379,0.53879637,0.7308713
0.6966223,0.7041558,0.8546217,0.72071654,0.6599209,0.8705943
0.84869117,0.6190259,0.82843065,0.67107433,0.61122817,0.8112813
0.78912205,0.7346791,0.86436045,0.706197,0.6191208,0.8605916
0.7633536,0.7285414,0.886959,0.7850407,0.6882861,0.8885317
0.7957919,0.6530874,0.8701458,0.77409303,0.6705401,0.8768679
0.78739357,0.7348632,0.8366064,0.722871,0.6467842,0.8411851
0.6327406,0.61978215,0.78119653,0.6353107,0.57134426,0.79064614
0.8401935,0.7420497,0.84532243,0.7217192,0.64312434,0.8388569
0.68119615,0.62869734,0.7965654,0.64129996,0.6226182,0.8159478
0.63723135,0.6188438,0.77921027,0.63143027,0.5711988,0.7890451
0.5789615,0.8047238,0.7545772,0.63468087,0.50107056,0.7833252
0.7213037,0.61519253,0.8167263,0.686314,0.68975264,0.83417493
0.6701853,0.7918797,0.81441927,0.6561253,0.5525908,0.82285357
0.8098201,0.65772796,0.8076963,0.71237266,0.5552979,0.80077463
0.57624346,0.5693856,0.7228671,0.5766522,0.6279823,0.7575518
0.8075217,0.78848714,0.8355944,0.74422115,0.62698257,0.826909
0.75800264,0.6627929,0.8666367,0.73518413,0.67597413,0.8723518
0.60840356,0.8925941,0.7231201,0.6157992,0.48977697,0.7312293
0.6821492,0.7550381,0.7791873,0.62279713,0.53086257,0.7915654
0.78622746,0.73382926,0.86091405,0.6896403,0.6767113,0.8736995
0.73569596,0.74383396,0.8295836,0.7328232,0.6804028,0.84838504
0.6154669,0.6268293,0.79528224,0.5958315,0.6273227,0.8099273
0.8333099,0.6361678,0.89746356,0.76695865,0.7145381,0.8991756
0.817952,0.78051376,0.85622656,0.703447,0.58509773,0.84146017
0.7708391,0.7057837,0.8652159,0.7468157,0.7205509,0.88234854
0.6897849,0.72544867,0.81875026,0.70552874,0.655447,0.8378067
0.68978065,0.69612086,0.7910214,0.6917364,0.5392842,0.81277394
0.70884126,0.7705693,0.83290327,0.6749318,0.6883204,0.8408865
0.586299,0.7235551,0.73129916,0.55038136,0.54051304,0.75358635
0.7448056,0.7995588,0.8189323,0.7346912,0.6139447,0.8199863
0.690936,0.75949734,0.79520565,0.64625484,0.6338366,0.8182066
0.7618018,0.63689077,0.81655467,0.6543111,0.58010393,0.8143227
0.75941855,0.8034499,0.8471035,0.77779907,0.63913584,0.85653454
0.62285864,0.60088366,0.7604616,0.615522,0.54661626,0.7874568
0.6782678,0.79616237,0.79617,0.66471773,0.6155693,0.8022121
0.61905324,0.60411453,0.762809,0.6112434,0.5363904,0.76991427
0.6674461,0.72757083,0.80893266,0.6856229,0.62926924,0.8306302
0.76326305,0.7920352,0.82833934,0.71557266,0.6572774,0.83951616
0.5345759,0.6991601,0.67524844,0.47884852,0.4790245,0.7022157
0.7789136,0.7381213,0.81564474,0.7203211,0.6575609,0.8212545
0.6659867,0.77322096,0.7837935,0.6143427,0.6350427,0.7899412
0.5673996,0.8629587,0.7288824,0.5688457,0.42088467,0.738131
0.7287397,0.8175675,0.8110143,0.6943265,0.5586901,0.81521475
0.7148669,0.7154254,0.8680937,0.7325443,0.63271403,0.8883022
0.7935757,0.7857349,0.8518262,0.79242206,0.62611127,0.85669243
0.652612,0.78348553,0.7824438,0.6151759,0.68814224,0.79871243
0.7205285,0.7713107,0.8390712,0.7627588,0.6592787,0.85738164
0.5837877,0.8940599,0.74763024,0.6663244,0.46187145,0.7702637
