,EUPolitics,crimes,israelPalestine,immigration,sports,war,climateChange,showArts,covid,britishBrexit,instAbuse,spaceTravel,protest,terrorism,USPolitics,naturalDisasters,elections,economy
0,0.0,0.2856987416744232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269247442483902,0.0,0.0,0.0,0.0,0.0
1,0.0,0.29218220710754395,0.0,0.24329806864261627,0.15129618346691132,0.0,0.0,0.0,0.2916422188282013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.5342403054237366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17498789727687836,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6551987528800964,0.0,0.13186299800872803,0.0,0.0,0.14006885886192322
4,0.0,0.0,0.0,0.0,0.0,0.0,0.18861177563667297,0.0,0.0,0.0,0.0,0.4992848336696625,0.0,0.0,0.08932884782552719,0.0,0.0,0.1573406159877777
5,0.0,0.13575217127799988,0.0,0.0,0.0,0.6724410653114319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357850715517998,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31042414903640747,0.0,0.0,0.0,0.36727872490882874,0.0
7,0.0,0.0,0.0,0.3840125501155853,0.0,0.0,0.06214908882975578,0.0,0.0,0.096629299223423,0.0,0.0,0.0,0.0,0.0,0.37012046575546265,0.0,0.0
8,0.0,0.8634485602378845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10385335236787796,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.068985216319561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6506742238998413,0.0,0.0
10,0.0,0.0,0.0,0.0,0.355338990688324,0.1663474291563034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13286851346492767,0.10706233978271484,0.0,0.0
11,0.12452061474323273,0.0,0.0,0.0,0.0,0.05665014311671257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1321968138217926,0.0,0.0,0.11918921768665314
12,0.0,0.0,0.0,0.0,0.3199950158596039,0.0,0.0,0.5646158456802368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09074071794748306,0.0,0.0,0.0,0.052120622247457504,0.0
14,0.0,0.36515533924102783,0.0,0.0,0.0,0.0,0.08862324804067612,0.059016961604356766,0.0,0.0,0.0,0.0,0.2152077853679657,0.0,0.0,0.1263585388660431,0.0,0.0
15,0.0,0.793112576007843,0.0,0.0,0.0694892480969429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.554488480091095,0.078824482858181,0.0,0.0,0.0,0.167221337556839,0.0,0.0,0.0,0.0,0.0,0.10445889830589294
17,0.19175830483436584,0.0,0.0,0.0,0.1576033979654312,0.17242422699928284,0.0,0.0,0.2599186301231384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.1208256408572197,0.0,0.0,0.11846309900283813,0.0,0.0,0.0,0.0,0.0,0.0,0.4773280918598175,0.0,0.0
19,0.14932601153850555,0.0,0.0,0.0,0.0,0.0,0.0,0.26039329171180725,0.0,0.0,0.0,0.0,0.06511124223470688,0.0,0.0,0.0,0.08211544901132584,0.2398064136505127
20,0.0,0.0,0.0,0.05543839558959007,0.0,0.0,0.0,0.11039198189973831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738299548625946,0.0,0.0
21,0.0,0.10103316605091095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33391761779785156,0.0,0.1371951401233673
22,0.0,0.0,0.0,0.4140455722808838,0.0,0.0,0.0,0.0,0.0,0.0,0.17466804385185242,0.0,0.08645261824131012,0.0,0.0,0.0,0.0,0.0
23,0.33168739080429077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08408815413713455,0.0,0.0,0.0,0.0,0.13048896193504333
24,0.059369076043367386,0.0,0.0,0.0,0.056624483317136765,0.0,0.0,0.35224631428718567,0.0,0.0,0.0,0.2600923776626587,0.0,0.0,0.0,0.0,0.0,0.12129443138837814
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3133348226547241,0.06880025565624237,0.0,0.0,0.29127734899520874,0.0,0.0,0.0,0.0,0.0,0.18147267401218414
26,0.0,0.36226096749305725,0.0,0.23970626294612885,0.10134290903806686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100465327501297,0.0,0.0,0.0,0.0,0.0
27,0.06647977977991104,0.0,0.0,0.0,0.13252174854278564,0.2739584743976593,0.0,0.0,0.3227686882019043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.6333831548690796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20619738101959229,0.05924442410469055,0.0,0.0
29,0.0,0.6501246094703674,0.0,0.08887922018766403,0.10977467894554138,0.0,0.0,0.0,0.0,0.0,0.10805626213550568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.13364087045192719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39622294902801514,0.0,0.0
31,0.0,0.0,0.0,0.15107257664203644,0.0,0.0,0.0,0.0,0.0,0.0,0.26165664196014404,0.0,0.2589446008205414,0.0,0.0,0.06736858934164047,0.0,0.0
32,0.1436692327260971,0.0,0.0,0.0,0.15694935619831085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3994672894477844,0.0,0.21554505825042725,0.0
33,0.0,0.0,0.0,0.2275247424840927,0.0,0.0,0.0,0.1057579293847084,0.0,0.0,0.09655281901359558,0.0,0.0,0.0,0.0,0.19710521399974823,0.0,0.23456496000289917
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26266923546791077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6515420079231262,0.0,0.0
35,0.0,0.0,0.0,0.0746503621339798,0.36188754439353943,0.0,0.10914458334445953,0.17334510385990143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.06451113522052765,0.0,0.07425236701965332,0.0,0.16597850620746613,0.23973755538463593,0.0,0.0,0.0,0.2672920823097229,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.5345265865325928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05253414437174797,0.0,0.12247061729431152
38,0.0,0.0,0.0,0.0,0.06722519546747208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08332894742488861
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053690772503614426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43995794653892517,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0970502495765686,0.0,0.0,0.12134544551372528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09235844761133194
41,0.13155163824558258,0.0,0.0,0.1747695505619049,0.1335403472185135,0.11916444450616837,0.0,0.12318558245897293,0.0,0.07492830604314804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.2614406943321228,0.0,0.0,0.05885980278253555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2858104407787323,0.0,0.05447942391037941
43,0.06083550676703453,0.0,0.0,0.13655945658683777,0.09258347004652023,0.0,0.0,0.08088058978319168,0.0,0.0,0.0,0.0,0.0,0.0,0.20457173883914948,0.0,0.12329109758138657,0.09882543981075287
44,0.0,0.0,0.0,0.1122003123164177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36681506037712097,0.0,0.0,0.0,0.0,0.2131408452987671
45,0.0,0.0,0.0,0.0,0.0,0.10233557224273682,0.0,0.0,0.09784054756164551,0.0,0.0,0.0,0.0,0.0,0.0,0.6385272145271301,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0599503256380558,0.0,0.08631648868322372,0.18591713905334473,0.0,0.0,0.0,0.2909587323665619,0.0,0.0,0.0,0.0,0.0,0.06750941276550293
47,0.05583367124199867,0.12494852393865585,0.0,0.0,0.0,0.0,0.0,0.09230339527130127,0.0,0.0,0.0,0.0,0.0,0.0,0.2596699595451355,0.0,0.0,0.22356544435024261
48,0.0,0.0,0.0,0.0,0.2192915976047516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980203986167908,0.0,0.0
49,0.0,0.052138615399599075,0.0,0.0,0.2952950596809387,0.06122860684990883,0.0,0.1031026840209961,0.07548855990171432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12674863636493683
50,0.0,0.0,0.0,0.7846554517745972,0.0,0.06462967395782471,0.0,0.0,0.0,0.0,0.0,0.0,0.056063342839479446,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.14742694795131683,0.0,0.11413787305355072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4739251732826233
52,0.0,0.0,0.0,0.13002941012382507,0.0,0.0,0.0,0.07909902185201645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993593215942383,0.0,0.2213498055934906
53,0.3288489282131195,0.0,0.0,0.0,0.0,0.09170675277709961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17010758817195892,0.0,0.0,0.0
54,0.06019012629985809,0.09799330681562424,0.0,0.0,0.0,0.0,0.0,0.10804132372140884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41688334941864014,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46216028928756714,0.0,0.0,0.0,0.0,0.0,0.0,0.11022456735372543,0.0,0.1951625496149063
56,0.10285747051239014,0.0,0.0,0.4708970785140991,0.10947269946336746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13667064905166626,0.0,0.0
57,0.0,0.0,0.0,0.09804379194974899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4520692229270935,0.08383913338184357,0.09837984293699265
